term,sentiment
SexGame101,0
hatrlayacaz,0
pmj5387,0
timely,0
samaaaaa,1
Soooo0312,0
LOST,0
TwitterRTRT,0
dinggo,0
marry,-1.0
gettin,-1.0
YesINGGRIS,1
Morale,0
this,0
Zanned,1
skyybabyy4,-1
mostrooooo,0
ymst9,0
GorengRT,0
Tadalafil,0
NonSapeviChe,0
httptcoEd8FqeH50p,0
httptcoHRj0P4J0Fj,0
httptcoV4MkRQ03PS,0
kebetulan,0
httptcoH7sWZn0AoO,0
London2Covent,0
httptcop2so6BsZyT,0
karalm,0
hocam,0
sandrabeck,0
AiNaLJoe,0
Blh,0
httptcohHMgL6NUnu,0
Blg,0
drunktweet,-1
ode,-1
FastFurious,0
httptcoiKhL0buVJ2,0
2dai24,0
duuuude,0
balla,0
BaraWhatever,0
MolraJH,0
dpense,0
kafe,0
porqe,-1
kesel,0
TaylorRedQueen,0
cheveres,0
akihabaraudxp,0
rosypl,0
pijamada,0
douchen,0
kardesim,0
colaboran,0
PRAYBOY,0
httptcoEdqvjKTUdI,0
origines,0
Wandas,0
Guiness,0
berlebihan,0
sengat,0
Yolo,0
pnya,0
titanic,0
vdeos,0
eunji,0
ctg,0
defeat,0
popcorn,0
opinion,-1.0
votinghopefully,1
SeaGoDragon,0
jalan,0
httptcopEcEKxNEcl,0
NaveenJ3,0
pihakterancam,0
httptcoGSo3ZkAssK,0
Microsofts,0
jennylestarii,1
kiiden,0
cuckold,1
emot,0
PushingUpRoses,0
HamzaBaloglu,0
eirruru,0
UPDATE1,0
disobek,0
httptcoIxnfadTLh6,0
Felices,0
tools,0
foii,0
saansannn,0
zit,0
Amami,0
jelaa,1
rennaigakkou,0
hablate,0
jogjapict,0
jelah,0
pleaseeee,0
tattau,0
WOOHOO,0
jelas,0
zin,0
zil,0
izmiun,1
Aeon,0
csevens,0
zii,0
httptcodzNDTGKEWv,0
naon,0
viviancst,0
httptcocM6GjgnSGm,0
speler,-1
Choi,0
m9ch89,-1
supernova1224,0
seolhyunhtob,0
dajjal,0
CANNOT,0
blyth33s,-3.0
Runner,0
httptcoGQdZWQ4hdv,0
harumaki79,0
charity,-1.0
bypokevega,0
sengak,0
animals,0
Feedback,0
vbeltran26,0
alivio,0
Takpa,0
DIST,0
pour,1.0
nelosella,0
LOSC,0
kerjainnya,0
thin,1.0
Nephew,0
phom,2.0
bitchezz,1
recuento,-1
Cobalt,0
lorong,0
kooooks,0
chosen,0
Diets,1
olablrsn,0
inteira,0
ApplejackIsBestPony,0
httptcoMvRZp1qF6N,0
pieces,0
TanZM,0
bukanRTlinaCandira,1
LemtoRT,0
httptcoIucWELirKR,0
youIt,0
SS501Turkey,0
Dieta,0
Mwsiq523,0
Jamming,0
Christmas,1.0
RdhAzzh,0
Ranidapreem,0
brakamam,0
Triste,0
peelaaaaaa,0
mannnnn,1
chillnight,0
thekhayalan15,-2.0
naonao3535,0
yool,0
mannnnb,0
DarkSummoner,0
applestore,0
loucaspelaLari,0
CornettoSummerMusic,0
waren,0
wankie,1
Ataehir,0
gyuuuline,0
zone,0
RPno,0
urtsktLeo,0
murachi,0
girossbot,0
DOOOOORMIR,0
hairieothman,0
tiem,0
tief,-2.0
Ryan,0
hahhgg,0
sekolahku,0
httptcoCDS7nJyEZF,0
iosich,0
httptco6iwl2qivnE,0
ggjuice,0
PHerreroF,-1
ties,1
httptcovN5VkR0YXn,0
YNCapinkybm,0
Dracula,-1
Apple,0
Amidos,0
Nyutnyutan,0
tepi,0
tos,0
cudi,0
rasain,0
amosarah,0
0113marin,0
sendal,0
araabasssiii,0
op,0
syudah,0
aysglsrgl1,0
mgico,0
syahmi,1
producer,0
Aye,0
Sinathrya,0
bigbangjournal,0
tbtbsuka,0
ltogtyu11031009,0
Triyono,0
Ayy,0
kanHaHaHa,0
arrazandoooo,0
satopia,0
SerdarAta1907,0
islamianaDS,0
SHINeeee,0
jenayah,0
mejores,-1.0
kuliah,0
kfrediyormuum,0
Joeys,0
geeeeerwaaaaaah,0
kulesi,0
QBD,0
TheProdigy9,0
httptcoJYQqs58o00,0
Cracking,0
derelict,1
Promote,0
IyahRT,0
evimi,0
httptcooMajPmxYQl,0
Dubai,0
GSM59,0
Allemagne,0
httptcoyKdFOYDNgU,0
sebuah,0
IndayBanat,1.0
Ohhhhh,0
kegagalan,0
OGNI,0
cago,0
caga,-1.0
SiriSongkram,0
banalemo,0
Sak,0
tantas,-3.0
httptco6lEscHEDMN,0
TeamFollowWack,0
San,0
Sam,0
Sal,0
Demain,0
dipercaya,0
httpstcoTX9jOTqQV8,0
kangen,0
Sad,0
9VOD,0
Say,0
Ernawati12,0
claudiaaalee,0
VenturaMercenario,0
amaneceres,0
beneath,-2.0
maido0okini,0
Saw,0
Over,0
httptcoY4HQUkH9Xr,0
Senjata,0
nighas,0.0
Verdammten,0
STAR,0
31BR7,0
weyh,1
doing,2.0
gibiyim,0
httptco61IjteoCIs,0
caraquea,0
especial,0
STAY,0
Wolverine,0
society,-1.0
amazayn,1
iIllumiinati,0
ImranZaibin,0
weyy,0
httptcopI9K0ULTvh,0
Bbm,1.0
hyg,0
824rt,0
Raynauds,-1
MYMP2010,0
setujuin,0
SuleimanMohammd,0
gndala,0
mdptello,0
Very,2.0
plupuh,0
httptcozABRwtgUMV,0
restos,-1
Junsax,0
NotworkMatt,1
Ceylan,0
tiweek,-1
stephanyMoreno,0
Vero,-1
nednetty,0
julle,0
shut,0
wallpaper,-2.0
KeepBoosieLckUp,0
JanetRicci,1
httptcoqEovV99JXF,0
httptcoTQoq53VDJM,0
tempo,0
Spent,0
lacearceo,0
temps,0
shud,0.0
tinafltchr,0
GRATISS,1
kerandaaa,0
httptcoDkMh2GjWYR,0
tempt,0
CindyHTBRT,0
craving,0
EynNajwa,0
irkini,0
Ver3,0
penyet,0
Portable,0
SuperFadli,0
scars,0
itssbrubs,-1
AzenorBernard,0
FathimaLeahM,1
neiimiisan,0
kpopmything,0
YellowForGreg,0
alighted,-1
httptco64FbIDcYTg,0
pelajarane,0
httptco1ib49znULg,0
troublemakers,-1
penyek,0
anita,0
ext,0
DUnit,1
SUPLAY,0
touring,1
httptcoFINSFp2Onw,0
Prom,3.0
decides,-2.0
SuperAnne15,0
Prod,0
IT2,0
lolita,2.0
sekian,0
Ujany,0
Amihashi,0
gyahgrhb,0
WeLike,1
Farm,1
tadad,0
httptco9htaegxYBw,1
yMimiCALPICO,1
Disneyland,1.0
VeeruuGarcia,0
folbek,0
kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,0
curerhythmbot,0
kmclane19,0
kenyapineda,0
NateJezierski,0
chunji,0
httptcoVf8mAbX8B1,0
UNA,0
grandpa,0
krentjee,0
havei,1
httptcoJLJG55I2Xd,0
kekeringan,0
Lebay,0
UNO,0
doakan,0
hampa,0
valley,1
caaalopes,0
ITE,0
MorganeMnst,0
ITA,0
menangas,0
marhaen,0
decided,0
Istrinya,0
ambla,0
exp,0
ITS,0
jilat,0
213310,0
icha,0
enieshaichaku,0
aryesaaaaa,0
partnership,1
higit,0
fanbase,0
Westminster,0
sofiasiregar,1
zelo96,0
Sabis,0
HanimKamis,0
Bruh,-1
touchhttptcoESMOZbVV8k,0
H5N1H1N1Science,0
BIN,-1
BIO,0
mblo,0
CallMeeMrsMalik,-1
BII,0
BestIndActor,0
BIG,1.0
chavezcandael,-1
TweetMDO,0
suke,0
httptco9BZuhOeRm6,0
syuyayui,0
arkada,0
Konyaspor42,0
PecanBunny,0
extravi,0
qt,0
IMPOSIBLE,0
AprilyaYoulanda,0
pasatiempo,-1.0
meydinaaaa,0
vist,0
voyage,0
Kecebong,0
Muaaah,0
DintleHoney,-1
FORTUNA,0
httptco3zQu5Ktp9P,1
httptcoviFvcxonD8,0
device,0
vish,0
MyBelieberSide,0
exomtbot,0
mimpi,0
HeyYoSoyLink,0
paladar,0
elimizde,0
burlabas,0
BUMPOFCHICKEN,0
desfilando,1
enlist,0
httptco0stY6MJ4c4,0
ckp,0
abcdeAudxii,0
BeckyGibbonss,1
httptco8ZtVEPzSgS,0
JeanPaul,0
wHalBid,-1
gueh,0
BiebsSexiness,0
tinitingin,0
httptcojLuii2HG2e,0
perversion,1
mstui,0
assholes,0
mitmrn,0
httptcosLRvM36CrH,0
kebosanan,0
diniimaniarn,0
leashair,1
httptcoGe5jLBKeg7,0
bedroom,0
atanJUNE,1
veremos,0
Incompetent,1.0
jenniparedes1,0
MejorHoroscopo,0
LLAM,0
pause,-1
heidiiikinggg,0
minutebut,1
ortunya,0
Indirects,1
IlyanaAfiqah,1
Clue,-1
mbaakk,0
suficiente,-2.0
kamasho01,0
ktemu,2.0
perdon,0
DJSquiz,0
pck,0
Cimbombom,0
RTFikriAndana,0
familiar,0
astagfir,0
KiaraDice,0
autor,0
jamesgleave1,0
EMANG,0
httptcoaienyyWTvq,0
fumA2525,0
sorprenden,0
hakuginsha,0
webcast,1
jeter,0
KMM,0
passent,0
Frikey,0
CRAZY,0
nasmetabeer,0
Siii,0
h,0
bitabubz,0
qz,-1
duuchita,0
bristirahat,0
xoxoMYASS,0
httptcoP8WmxqwN2o,0
KIA,0
kerjakan,0
bizimde,0
biarpun,0
feliciten,0
palitan,1
negisonsun,0
Holiaww,0
nekorondene,0
gidiyor,0
tercer,0
LatiaReels,0
leuisarely,0
Pauls,-1
Lennons,1
ThreeSmile,0
httptco2gbhgwOM4M,0
Paulo,1
ComedyPosts,-1.0
skrusk01,0
EXOYEOLLANDA,0
saldran,0
CourtneyChanel,0
519DJ,0
btl,-1
Juanqui69,0
ROUND,0
ROLLER,0
522,0
pasek,0
wird,0
httptcovwPgKNHc,0
pasen,-1
paseo,0
yase,1
wira,1
httptcoi96MDk7bLA,0
edge0218,0
jejejejejejtototototonnnnnnn,0
diruma,2.0
clamar,-1
Judging,0
pases,0
youll,1.0
BenedictoB,0
NadineCabarle,0
courtyard,1
KEPADA,0
membuatnya,0
qaqaRTZulfanjel,0
pasadaque,0
taraftar1,0
Regine961015,1
takdo,1
mdri3,0
setuko888,0
oms,0
dAcrimed,0
ett,0
yixingears,1
y4hs,0
POWERS,0
nofasurya,0
YeqUE,0
382,0
desitjar,0
semalam,1.0
etc,0
involve,0
eta,0
tlg,0
Boat,0
ete,0
rame,0
tlh,1
rama,0
wegbrengen,0
FillWerrell,0
Christ,0
Would,3.0
rezarival20,0
beijar,0
Katselussa,0
rubenjauregui7,1
RanaKabbani54,-1
terang,0
taylor,0
directionhoes,0
leyyamanje,0
httptcoiuNrKepzVq,0
2801,0
Malang,0
AmandaBella0911,0
httptco9GFgJI8n8I,0
One2OneFollow,0
Germanicpeople,0
perfectas,-1
1427,0
Wylsacom,0
1429,0
Wakker,0
AdvokatKubany,0
ANDA,0
arinanovanti,0
ciaramy,-1
migliori,1
menangkap,0
drank,0
muchRT,1
ParisHilton,0
httptcok2zzgtiiTU,0
Abcdefghijlmnopqrstuvwxyz,0
padadiriku,0
Segarrr,0
Grilloff,0
Pogoda,0
BESTEST,1
httptco7xj2IouxNM,0
moreira,0
enfadosito,0
neighbour,0
uns,0
sandibudiarti,0
Shakinn,0
Allergenen,0
httptco9pes2YzTlM,1
httptcoJfkyfKTdd6,0
6Lowl,1
visualizando,0
malota,0
MiluuDaniela,1
Yodaka0823,0
SoyEspana,2.0
Hehh,0
prsatuan,1
httptcogqFmkJCRBi,0
FavstarOfTheDay,0
RTbotRTbotGirls,0
kelahiran,0
httptcop2nc9hYBDQ,0
Hehe,0
Polsce,0
3DS3DS,0
elsesYour,0
httptcoJS0X5trYkt,1
migas,0
BigDav96,1
httptcoA1sVkwiwNO,0
cuss,2.0
padelriol,0
httptcozJMAtR2x0R,0
serlo,0.0
Hohohoh,0
excessively,0
senha,-1.0
fatinatheerah,0
fatihahradzilah,0
httptcok27OYU6Yoh,0
Yeeaa,0
ftbol,0
terrorist,0
dgnNya,0
edermardo,0
TOKYO,0
Lmaooo,0
Fiiiilme,0
ihukahinakimono,0
46YamahaPartsID,0
traitorkuroheb,0
JustOrchids1,0
httptco2SivXiPt6Q,0
ryoko2221,0
fios,-1
maharaniputriii,0
Illusi,0
masalahnya,0
Zeewaynee,0
Beneden,0
mootono6secret,0
Ranihrynt,0
seiou001,0
IndoPeer,2.0
Prts,0
httptcou8QyyQBOml,0
ung,0
httptco4EH7lbLQS7,0
mosca,0
JavsyL,0
yapmak,0
httptcoJ9YxHcxZd3,1
fhlt,0
eteinte,0
AlyssaMaeBino,0
ThaBieberCrew,0
ZZenggg,0
igr,-1
EastJavaSeriesNorthRegion,0
Dyahhayy,1
overcast,1
healthwalk,0
httptcoTUCPGdEWZF,1
Supporter,2.0
dinas,0
oobe,0
berputar,0
Quote,0
aluv10gin,0
JaharNation,-1
Irilpetrick,1
xDDD,0
gramed,0
jayyy,0
Chapitre19,0
hening,0
less,0
zaman,0
jvngeunjiw,0
BreezySong,0
lesz,0
Tuhanmu,0
BigFollow,0
SANDRHAJJSMFNAM,0
adistyeka,0
mardito,0
paul,1
Sotoy,0
EVERYDAY,1.0
BSIProl,0
estupidez,-1
wujudkan,0
wkwRTfadillahasna,0
Pulesang,0
priorit,0
nacional,0
httptcoQLBPnBejmP,0
otak,0
Reason,0
Fos,0
10jichi11,0
otam,0
5,-1.0
ayapaaan227,0
Mage,0
seterusnya,-1
httptcoBSV2yj9p8z,0
Shinichi,0
Byrons,0
Shipping,0
Alyssyaa,0
haul,0
XAL,0
desi,0
dese,0.0
httptcoiDCBuGdcyu,0
AreedAmier,0
nsann,0
Hayattaki,0
httptco3agKdPpwcd,0
tomara,0
BarneyDeAtrsMeDasMiedo,0
ranimaghfi1203,0
httptcoPcJdPIIH0J,0
httptcos37PtP6HiW,0
inmobilizador,0
Warning,0
dipamerpamerin,0
HidayatiHusna,0
Sporting,-1
naMWOOHYUN,0
httptcoX6kPcLRO5K,0
FORT,0
quinn,1
VictorArganeau,1
httptcoYIwsLSNFM6,0
portly,1
BuildABear,0
erister,0
pagblock,0
sakumama1213,0
WhereZEAs,0
Yoko9989,0
Newly,0
httptcoVT2ZB7cS,0
notesDANBO,0
doec,0
4804,0
doee,-1
ooeoee,0
Cama8,-1
literally,-1.0
Ikkyupan,0
doel,0
VIP,0
doen,0
talkinboutnarry,1
doer,0
does,0.0
doet,0
ganteng,0
kepooooo,0
AyyeRi,1
Cypers,0
NikkiRenesmee,1
romainflourent,0
ilac,0
ShesJENuine,0
Satchel,1
schedule,0.0
eaee,0
Inside,0
MoronicArse,0
mayores,1
pinang,0
misshhhYouuNakjumpaaa,0
Dihargai,0
ranggafctasik,0
Rrayan,0
httptcoYbp2iVMg6g,0
abdominal,0
loans,0
NazhanDawson,0
amannn,-1
httptcoQmLtMunv5V,0
kpk,0
xlovex96,0
NotMaza,0
ImmaStandUpGuy,1
Orang,0
Gvii,0
httptcomHWAAU501T,0
DVDHard,0
Donde,0
httpstcoKPchNQkOyg,0
nadyizzam2,0
revise,0
kkaekwamtuk,0
Yuddhhaaay,0
Platinum,0
Wallace,0
cokicoki,0
theyz,1
inggridsaras,0
ChaplinCatsTour2013,-1
WHILE,0
cheuveux,0
tiny,1.0
mern,0
NigelVO,0
roads,0
swk3kero,0
milieu,0
mere,0
AapChutiyeHain,1
httptco0rIsGwqD7j,1
yasindalarmiiss,0
AndreeaRamirez,0
meYou,-1
Zaliukas,0
nahiya,0
Shettar,0
spots,0
huay,-1
SarungCelanaku,0
Wimax,1
huaa,1
muerta,0
kwkkakakakak,0
acordaba,0
bananabot,0
AnisTabet23,-1
5httptcoksMU3cQjkI,0
Klo,0
HEIHEEEEI,0
Portillo,0
TeamBreezyChile,0
Kampret,0
cabuloso,0
Serasa,0
asdfghjk,0
entered,8.0
AmkN0103,0
merdeka,0
sammimtzri,0
gehrst,0
mndahuluiku,0
tink,1
KabDriverMusic,0
kerumah,0
bloggati,0
ayat,0
aokkmun,0
mosstt,1
ayaw,0
herdenkingsmonument,0
heartsS,0
bakiyor,0
ShowTimeeRAW,0
Diparkir,0
GlobalEmpire,1
IamLawry,0
dwaynium,1
hvad,0
Wisky,0
FLOWERx2John,0
ohahap,0
baosta,0
disfrutar,0
F1extra,0
dedealfarabi,0
DiamondLifeHoe,1
HHAHA,0
httptcor4ySU9Xaxh,0
menghargai,0
ambitiouSteph,0
penilaian,0
DAE,0
nyaman,0
banan,0
Blah,-1.0
DAM,0
DAN,0
terfollow,0
1Msperfect,-1
Else,0
masing2,1
DAV,0
DAW,0
DAP,0
DAS,0
httptcoWFRuTNQVnc,0
Hayward,0
memotong,0
DAY,0
clmate,0
Loss,-3.0
pvychaputri,0
httptcoIrBVuyRSNL,0
monday,-1
dijawab,0
httptcoHD8HC52IhX,0
Menyentumu,0
StarCinema,0
Wellbeing,0
STICK,-1
ElsaRitaOra,1
httptcoX9D2xo3dop,0
orine,1
Lose,0
ssu,0
gitaayuuu,0
pembelian,1
ttes,0
Lunasdf,0
merekaa,0
taraputrips,0
venerdjerez,0
trima,0
INSIDE,0
amferenczy,0
kesayangan,1
eon,0
rule,1.0
subaruuuuuxxx,0
stersen,0
NaveenSandman,0
kotouru,0
VIXX,1
Critique,0
apikan,0
ririsaulia,0
wkkwkwLinLinee,-1
NajwanFahmi,0
chulooo,0
laftan,0
intensidad,0
nurulNL,0
PrettyKee,0
EseTalCharlie,0
Buenos,0
httptcojCWg5ca3kG,0
httptcowngr0k8ymv,0
IOMAR4,0
relationships,-1.0
Frraanciiscoo,0
voter,-1.0
YahooActuFR,0
httptco8vQQ6hIogD,0
GeminiLand,0
201056,0
Reza,0
httptcoJ7BI6Egl1v,1
httptcoJ7WgoUBo4s,0
JIKA,0
edward,0
voted,1.0
desmbg,0
Elissestagram,-1
httptcodinGg0woWM,0
Rocking,0
ENTRA,0
teeeeechi6,0
adnak,0
lolzampbants,1
ThesePinoyQuote,0
huaha,0
xFERYAL,0
kristallklare,0
httptco1R,0
Trying2Help,0
nattontsh,0
arekosupure,0
Muda,0
aqifbmn,0
VERIFIED,2.0
EnOzelTweetler,0
Automatic,0
BabeAtSea,0
shhhperfect,1
tickets,0
MAS,0
MAR,0
httptco1x,0
whisk,1
bersuara,0
MAY,0
MAX,0
BRAND,0
Jeje,0
perkara,0
MAC,2.0
supportindiefilm,0
MAD,0
MAG,0
MAI,0
MAK,0
dicurhatin,0
MAM,0
Into,0
happyaku800,0
MAN,0
Sushi,0
DisneyDweller,-1
Guardiol,1
NORMAL,0
phones,0
DwiAriyantiii,0
movingon,0
brill,1
Strange,0
tekkrler,0
hyejeongs,0
A19940529a,0
nidaniddd,0
arayamiyacak,0
KimZickler,0
IHateFraudss,0
Jasmineloveu1D,0
definaR,1
elizabeth1xoxo,1
mynameisstefan,0
SalvationGD,0
sintaaaaawens,0
ababa888yi,0
Tanmasaydk,0
httpstcoPRTVOGUt5Q,0
awalnya,0
istonenobrien,3.0
told,0
tementemen,0
httptcoAQT0dwvBP4,0
lt3http,0
Stardollda,0
Bigm4culaa,1
kehid,0
peduli,2.0
httptcoDxxyqqCjhG,0
Ndelik,0
swagpeniel,0
tdushumshumshumshum,0
UNDER,0
httptcoww0caOmEbs,0
lemondefr,0
kiotti,0
dcoer,0
posicin,0
gli,2.0
ekhamalia,0
tabique,0
alvinya,0
iZarryQueen,1
gle,0
zainmcnaughty,0
itunes,0
indahnya,0
casper34,0
desculpas,0
katsuramoshino,0
Home,0
RLLY,1
melow,0
LosTropajuosSonFraudeEnTwitter,0
aceita,-1
RiotDeman,-1
FarahRasyiqah,0
DenaAul,0
EGGPLANT,0
yaodegilde,0
LaHojillaenTV,-1.0
Health,0
Meet,0
mosque,0
disruh,0
baratinhos,-1
pardatupang1,0
nandaasss,0
wh0re,0
Star,1.0
muhdsyafiqfitri,0
parkir,0
Brookexelaine,-1
Ora,-1.0
Afutami,0
ujanujan,0
cann,0
RETWEETONLY,0
Stan,0
AVANT,0
arruinarse,0
haasten,-1
seja,1.0
fitridayyanti,1
EmiratiBc,0
httptcoiZiLMMQgUj,0
gsohalL,2.0
MSA3DP8,0
ndas,0
brisik,0
MOADI20,0
justplainjena,0
httptco5VL1Ez6agh,0
nanya,0
MichelaMuratori,0
httptcokLgXW2ZBPV,0
Pilihan,0
PICTSPA,0
kadang,0
TriaMayangsari,0
secretary,0
1620,0
word,1.0
wore,1
TRUESTORY,-1
aho48,0
httptcoWJeN3qeoPU,1
RocketShipHair,1
work,1.0
baruuu,0
bermanfaat,0
cevap,0
comunicazioni,0
ThxNataliRamadhani,0
DomArganeau,1
wort,1
BOTTLE,0
coleken0617,0
opBaan,0
IndahAuliaa,0
penyaluran,0
initial,0
Standing,0.0
wSkcandy,0
Swag,0
sehatalhamduLillah,0
goood,0
httptcoZngORrenwB,0
indie,0
Bayi,0
mataram,0
gegen,-1
india,0
grindz,0
Virtual,1
aaaa,1.0
cONTRA,0
Ramoxxx,0
httptcofZPLdOeOgF,0
Bayu,0
ketinggalan,0
novit,0
aaai,0
aaah,0
citer,0
gede,0
la2,0
Jump,0
LigaItaliaSERIA,0
4gelove,0
machucon23,0
LolJk,0
Journal,0
hihihi,0
pcar,0
Khoob,0
httptco6wo06F2yb5,0
ajadehastriamanik,0
JonandaSN,0
microwave,0
ReimuMiko,0
labiosest,-1
berdiri,0
maggiiee101,-1
httptcoPMJSEL4yxm,0
lan,0
lao,-1
lah,0
Wily,0
lak,0
aloysiustayy,0
fav,0
rizkimunen,0
laa,0
lab,0
Ocean,2.0
mkatagr,0
erinyaaan617,0
lay,0
Wild,-1.0
lau,0
httptcoVsM8LSXPwa,0
law,0
las,-1.0
6thousand,1
orden,1
CYASiwan88,0
kickssss,0
fichar,-1
httptcoCWdTE6yNXG,0
httptco9S4iYxWwV1,0
yuuu,0
Hnshjsn,0
filmnya,0
moedig,0
ycapulet,0
rjdragonette,0
sont,0
pabopabo3,0
httptcolzN1KO6kmZ,0
order,0
sonu,0
199443794337,0
Eye,-1.0
httptcoOywZVEHI6Y,1
office,0
MemberComp,1
tera1134,0
httptcoDHG2658qfS,0
httptcodaTPqJbscg,0
janaagracee,0
ihy,0
yannda,0
rendydner,2.0
fac,0
followbackx,0
angelssii,0
bgimna,1
01241999,0
yudo7,0
Zorionak,0
krriissy,0
occupyPoesia,0
recreational,0
RulCardos,0
Mundial82,0
bebegim,0
Asem,0
BRUH,0
Rrkk0827,0
ihp,1.0
Raising,0
Takbir,0
cuerna,0
eventually,1
Nabila,0
pegi,0
bozulurhayatmn,0
QueeenS,0
strickly,0
Ignoring,0
break,0
Espaol,0
repulsive,-1
akillisi,0
httptcoQxJd2W8CXe,0
amarla,-1
FORPW,0
httptcoSj4H2bgNME,0
ngadem,0
bread,0
JakartaMacet,0
senyum2,0
dorang,0
videonya,0
oxygen,0
renakyonkyon,0
karlamasaydk,0
localforeignn,-1
prdio,0
whaaaaaaaat,1
httptcoeW6ZruGepM,0
HerohGamer,0
Evi,0
AROLD,0
ilangDellyvebina,0
bells,0
Cyndichlarisha,0
httptcojkYnFr2ztM,0
NadiaVanilkina,0
y2jsung,0
yaudah,0
Yupi,0
wahrscheinlich,0
Ajeeengmari,0
Sparks,0
kotoriasobimio,0
nadiansyr,1
abababc,0
ShardShinjuku,0
arulwicah,0
pepel,0
angat,0
nagtetext,0
mknight,-1
SiRadarNeptunus,0
Chasu,-1
CaitliinBrown,0
gabizinhacaruso,0
httptcozEWX6Yrn4P,0
Panasnya,0
network,0
Juice,0
14riesci,1
nyusahin,0
Namanya,0
diesel,-1
drewsbelieber,0
alexmccarrollxo,0
yays28,0
viber,0
VI,0
fenere,0
YousifRt,0
Mahfuz,0
CMohdKaspu,0
hhahah,0
Jeanne,0
bz,0
fmo1111,0
almalmo26,0
Superju13,0
Bagnacavallo,0
olmal,0
olmam,0
JajangaddictClaloe,0
ntr,0
bar8rt,0
Ubah,0
ntv,0
selectie,1
nto,0
ntn,0
nta,0
yourdailyhat,0
nte,0
olmaz,0
swnio,0
yuuyuai,0
Milucarrera,0
ernestcokelat,0
moveslikesemi,-1
National,0
esperarte,0
ddnt,-1
yefaniw,0
eceh,0
Batalla,0
Titanium,0
SoreeeDDQXGC,0
azaelrunaway,0
Korban,0
Depression,-1
EVERYBODY,0
munculnya,0
VV,1.0
osamadaze,0
cutiepie,0
Gaikut,0
AdindaRizkyD,0
httptcorAM0VbyUtV,0
kic,1
617Le,0
Going,0
httptcoRsFcbr8s6M,5.0
gebukin,0
comic,0
rutina,0
TaeminSouffle,0
TTww,0
Shaella,1
Pelajar,0
rated,0
ten,-1.0
cardcloudsPrima,0
TOPTA,0
birisinin,0
kabilir,0
mobbin,1
Bullying,1
nyakepnyakepin,0
GRANDE,0
httptcoTXmtj534MJ,0
originaruty,0
Adult,0
AzwatDew,0
Ahmed,0
queria,-1.0
DarchelleL,1
nahz,0
MarioLopezExtra,1
Tiicsoux,0
betapa,0
allistantee,0
mbe,0
querio,0
Mlm,0
Ahmet,0
nahh,1
httptcooxczDk3SeC,0
DodgeLRC,0
naha,0
DiamondLifee,0
bebe,0
SitiNurjanahF,0
beba,0
target,0
Corriereit,0
bebb,0
ktu,0
Allah,0
mierda,0
Allan,0
tackles,-1
merch,0
merci,0
raaatna,0
Urwell,0
Usher,1
painful,0
iron,1.0
ktk,0
ktg,0
powers,-1.0
kta,0
FraseLapin1227,0
veia,-1
httptcowQC0FOgAie,0
pepagi,0
vaikuttaa,0
httptco3zNrD95rh8,0
AntiWrinkle,1
Poppin,0
natniaaa,0
RPCChunJiTTOP,0
httptcoTnCI1brDLM,0
Selcaing,-1
direk,1
NanaHaraoun,0
BARRAK6,0
aulsbrna,0
PahangRP,0
sombooong,0
Instead,-4.0
autobus,0
Vo,0
Pamungkas,0
ter,0
VN,1
chega,0
Waterproof,0
FYI,-1.0
yuffshrmnt,1
pekasam,0
tiwa,-1
bbdaych,0
Yumisakkiii,0
embajadas,0
TopangaLawrnce,-1
Pastors,0
kekgi,1
tew,0
GONE,0
varsnkt,0
BMGNH2,0
Comunes,0
BLNMES,0
acusan,0
httptcoGCPHzQFyg9,0
matahari,0
cieeciee,0
httptcotKRNhvx0U2,0
JORDAN,1
iyaaa,0
Preez,-1
httpstcoGQ9qnQ5pYt,0
WildestFacts,-1
syid,0
httptcosewqsidhD2,0
Lewis,1.0
unpolisheddiamond,-1
httptcoKQMPeBe57J,-1
instamood,1.0
mechiguana,0
IFYOUFOLLOWBACK,0
JasperThePerv,0
Onlybadchicks,0
gung,0
boyfriends,2.0
almasna,0
menegaskan,0
Wyl41,0
buruknya,0
loveabankholidayrush,0
phkak,0
etiquette,0
ahmadirfann,0
JogjaToday,0
PBamS,0
realizada,0
yoomsh,0
undang,0
richoanjaliuz,0
nephew,0.0
realizado,0
laTak,0
sharks,1.0
Tunjukanlah,0
Foto,0
v1ncekharisma,0
httptcoKxplQzHEAu,0
ACTRAN,0
yen,0
pacacete,0
yea,3.0
aldm,0
600000,0
HAPSTE,0
1Kzsc,0
GE13,0
Sexydoggystylesunday,0
publi,0
edsheeran,0.0
OMC,0
putain,0
ghaida,0
0200,0
Level,0
wannorfazreen99,0
100zen,0
cousinfriend,0
bikinlt3,0
emailsms,0
buhnes,0
Satriaa93,0
SLMGcorporation,0
Crime,0
yey,0
perpisahan,1.0
ebro75,0
RicoOctoliano,0
httptcoGOOhdtgsvD,0
BotAgata,0
williamspix,0
GeoffLitwin,1
nangis,0
Daniieliito95,-1
chonaaa0908aa,0
plant,0
SengalituSempoi,0
ppuspitas,0
steak,1.0
httptcoRJQ2xZIOL2,-1
mengikis,0
SunRisersIPL,0
cici,0
